in,rank,accesses,reads,writes
12280,1254,27,18,9
9640,1255,27,15,12
9064,1256,27,17,10
10936,1257,27,17,10
11736,1258,27,12,15
10184,1259,27,14,13
13864,1260,27,13,14
8984,1261,27,12,15
9536,1262,27,12,15
9544,1263,27,18,9
9856,1264,27,16,11
7240,1265,27,14,13
11784,1266,27,16,11
9648,1267,27,14,13
11328,1268,27,14,13
15744,1269,27,16,11
15200,1270,27,13,14
7200,1271,27,12,15
8256,1272,27,17,10
7976,1273,27,15,12
7880,1274,27,14,13
9512,1275,27,21,6
12048,1276,26,14,12
12384,1277,26,11,15
15816,1278,26,11,15
9960,1279,26,14,12
14472,1280,26,14,12
9632,1281,26,11,15
9240,1282,26,14,12
12032,1283,26,8,18
10208,1284,26,9,17
12768,1285,26,19,7
7008,1286,26,14,12
11776,1287,26,16,10
10416,1288,26,12,14
11304,1289,26,14,12
7168,1290,26,13,13
8968,1291,26,11,15
6832,1292,26,11,15
9896,1293,26,11,15
11200,1294,26,12,14
7992,1295,26,12,14
11656,1296,26,16,10
12680,1297,26,11,15
12888,1298,26,15,11
11488,1299,26,14,12
10832,1300,26,13,13
15464,1301,26,17,9
12320,1302,26,17,9
10824,1303,26,16,10
6528,1304,26,12,14
12624,1305,26,12,14
11456,1306,26,14,12
9608,1307,26,12,14
12752,1308,26,12,14
13968,1309,26,12,14
11256,1310,26,14,12
11448,1311,26,7,19
9808,1312,26,15,11
11008,1313,26,12,14
8024,1314,26,17,9
9728,1315,26,15,11
14744,1316,26,10,16
11808,1317,26,19,7
13520,1318,26,13,13
13536,1319,26,10,16
12552,1320,26,16,10
12608,1321,26,17,9
12456,1322,26,7,19
11520,1323,26,12,14
9560,1324,26,13,13
8704,1325,26,14,12
15736,1326,26,10,16
11680,1327,26,13,13
15976,1328,26,10,16
9456,1329,26,11,15
15160,1330,26,13,13
10024,1331,26,11,15
11464,1332,26,14,12
16360,1333,26,13,13
12632,1334,26,15,11
16784,1335,26,12,14
10128,1336,26,9,17
10720,1337,25,15,10
15112,1338,25,13,12
10232,1339,25,11,14
11032,1340,25,11,14
12648,1341,25,14,11
13392,1342,25,10,15
8584,1343,25,16,9
10624,1344,25,12,13
13352,1345,25,10,15
10840,1346,25,12,13
15992,1347,25,17,8
9936,1348,25,8,17
15952,1349,25,11,14
10672,1350,25,12,13
9712,1351,25,13,12
12592,1352,25,12,13
9352,1353,25,12,13
9824,1354,25,14,11
9112,1355,25,9,16
13224,1356,25,13,12
12352,1357,25,10,15
11104,1358,25,14,11
14304,1359,25,16,9
11208,1360,25,10,15
23816,1361,25,10,15
12096,1362,25,11,14
15192,1363,25,12,13
17264,1364,25,9,16
15968,1365,25,10,15
15272,1366,25,14,11
8912,1367,25,13,12
9424,1368,25,16,9
7808,1369,25,13,12
12688,1370,25,8,17
10224,1371,25,9,16
10248,1372,25,14,11
16488,1373,25,13,12
15304,1374,25,14,11
10352,1375,25,10,15
17752,1376,25,15,10
10136,1377,25,10,15
11016,1378,25,11,14
10488,1379,25,12,13
21064,1380,25,10,15
9520,1381,25,13,12
11880,1382,25,14,11
9136,1383,25,17,8
13240,1384,25,14,11
17792,1385,25,10,15
12928,1386,25,12,13
11768,1387,25,13,12
9984,1388,25,11,14
16160,1389,25,17,8
17376,1390,25,14,11
17960,1391,25,9,16
16568,1392,25,15,10
6824,1393,25,9,16
10088,1394,25,17,8
9216,1395,25,10,15
11176,1396,25,13,12
16648,1397,25,12,13
14704,1398,25,12,13
11096,1399,25,13,12
17472,1400,25,12,13
10008,1401,25,8,17
16112,1402,25,15,10
8312,1403,25,10,15
10304,1404,25,11,14
8992,1405,25,13,12
14144,1406,25,12,13
19136,1407,25,12,13
13344,1408,25,15,10
12392,1409,24,13,11
10688,1410,24,11,13
9488,1411,24,10,14
9720,1412,24,12,12
12728,1413,24,14,10
7840,1414,24,8,16
10392,1415,24,17,7
12504,1416,24,11,13
15808,1417,24,12,12
13400,1418,24,10,14
17088,1419,24,11,13
9664,1420,24,12,12
11392,1421,24,11,13
14376,1422,24,13,11
7696,1423,24,14,10
13560,1424,24,13,11
10320,1425,24,10,14
10096,1426,24,12,12
15632,1427,24,6,18
11528,1428,24,15,9
13336,1429,24,15,9
10256,1430,24,9,15
15216,1431,24,10,14
13608,1432,24,13,11
14152,1433,24,6,18
10072,1434,24,10,14
13632,1435,24,12,12
17856,1436,24,12,12
13760,1437,24,13,11
14032,1438,24,11,13
10456,1439,24,10,14
9656,1440,24,7,17
11864,1441,24,14,10
13584,1442,24,12,12
12336,1443,24,10,14
13288,1444,24,11,13
20768,1445,24,9,15
8248,1446,24,10,14
7856,1447,24,11,13
13008,1448,24,8,16
17640,1449,24,12,12
10928,1450,24,11,13
20984,1451,24,9,15
12760,1452,24,14,10
10200,1453,24,17,7
17456,1454,24,12,12
14064,1455,24,13,11
12168,1456,24,10,14
12440,1457,24,8,16
18408,1458,24,15,9
10112,1459,24,12,12
15456,1460,24,8,16
9280,1461,24,14,10
13744,1462,24,11,13
6696,1463,24,14,10
14040,1464,24,10,14
18432,1465,24,15,9
12008,1466,24,15,9
14320,1467,24,12,12
16976,1468,24,6,18
12016,1469,24,13,11
9000,1470,24,10,14
12880,1471,23,11,12
11312,1472,23,8,15
13208,1473,23,8,15
10976,1474,23,14,9
13976,1475,23,12,11
12960,1476,23,16,7
16240,1477,23,15,8
9464,1478,23,12,11
14248,1479,23,11,12
12216,1480,23,14,9
12224,1481,23,13,10
12864,1482,23,10,13
12496,1483,23,14,9
10192,1484,23,14,9
12744,1485,23,17,6
9904,1486,23,10,13
14352,1487,23,14,9
8008,1488,23,7,16
10856,1489,23,16,7
8504,1490,23,13,10
11368,1491,23,12,11
7488,1492,23,11,12
15208,1493,23,16,7
12304,1494,23,13,10
8072,1495,23,13,10
13888,1496,23,15,8
12296,1497,23,11,12
10480,1498,23,9,14
16840,1499,23,9,14
22096,1500,23,12,11
10080,1501,23,15,8
15088,1502,23,14,9
23584,1503,23,12,11
13032,1504,23,13,10
12448,1505,23,11,12
9760,1506,23,13,10
12808,1507,23,12,11
15080,1508,23,11,12
10736,1509,23,14,9
15776,1510,23,11,12
9264,1511,23,8,15
12824,1512,23,13,10
8880,1513,23,11,12
13064,1514,23,11,12
11720,1515,23,7,16
8728,1516,23,17,6
16656,1517,23,8,15
14336,1518,23,11,12
12184,1519,23,8,15
11144,1520,23,12,11
11920,1521,23,11,12
11896,1522,23,7,16
8184,1523,23,16,7
9168,1524,23,14,9
12144,1525,23,8,15
17648,1526,23,13,10
12576,1527,23,13,10
11192,1528,23,15,8
11152,1529,23,13,10
12408,1530,23,11,12
17672,1531,23,10,13
9872,1532,23,8,15
10632,1533,23,11,12
18336,1534,23,8,15
11576,1535,23,7,16
12936,1536,23,9,14
13472,1537,23,11,12
11672,1538,23,14,9
15472,1539,23,12,11
13168,1540,23,12,11
12968,1541,23,11,12
11624,1542,23,15,8
16432,1543,23,9,14
12136,1544,23,11,12
15032,1545,22,10,12
9040,1546,22,7,15
14888,1547,22,12,10
12344,1548,22,14,8
16440,1549,22,12,10
13776,1550,22,12,10
12992,1551,22,10,12
11968,1552,22,12,10
21384,1553,22,8,14
15360,1554,22,11,11
11112,1555,22,14,8
14104,1556,22,13,9
12720,1557,22,12,10
12656,1558,22,9,13
11360,1559,22,13,9
14784,1560,22,17,5
13368,1561,22,8,14
17024,1562,22,14,8
11128,1563,22,12,10
11632,1564,22,13,9
16312,1565,22,12,10
9024,1566,22,12,10
10568,1567,22,10,12
19368,1568,22,11,11
15256,1569,22,11,11
9568,1570,22,11,11
13800,1571,22,13,9
10176,1572,22,12,10
11424,1573,22,10,12
12800,1574,22,11,11
10152,1575,22,14,8
15368,1576,22,13,9
19624,1577,22,9,13
12104,1578,22,11,11
15056,1579,22,10,12
22344,1580,22,12,10
8664,1581,22,12,10
14776,1582,22,11,11
21200,1583,22,11,11
16328,1584,22,10,12
15384,1585,22,13,9
13176,1586,22,12,10
28056,1587,22,12,10
12368,1588,22,12,10
14648,1589,22,11,11
16744,1590,22,14,8
8632,1591,22,12,10
10600,1592,22,12,10
14048,1593,22,10,12
15232,1594,22,12,10
7568,1595,22,16,6
12424,1596,22,10,12
12272,1597,22,10,12
10848,1598,22,12,10
10904,1599,22,6,16
10576,1600,22,10,12
8816,1601,22,11,11
17512,1602,22,8,14
9864,1603,22,10,12
11816,1604,22,13,9
17880,1605,22,11,11
23200,1606,22,10,12
10400,1607,22,9,13
9584,1608,22,11,11
18848,1609,22,14,8
17256,1610,22,11,11
17608,1611,22,10,12
9792,1612,22,12,10
9096,1613,22,10,12
11080,1614,22,12,10
10776,1615,22,11,11
10880,1616,22,12,10
13304,1617,22,11,11
10992,1618,22,9,13
10048,1619,22,14,8
19256,1620,22,11,11
10592,1621,22,10,12
13728,1622,22,11,11
12232,1623,22,14,8
13568,1624,22,9,13
12952,1625,22,11,11
13104,1626,22,11,11
13296,1627,22,11,11
13616,1628,22,13,9
8000,1629,22,9,13
10344,1630,22,10,12
12664,1631,22,15,7
17488,1632,22,10,12
20168,1633,22,12,10
11320,1634,22,12,10
17360,1635,22,12,10
10432,1636,22,16,6
9072,1637,22,15,7
13080,1638,22,8,14
13896,1639,21,10,11
19384,1640,21,14,7
14184,1641,21,9,12
18328,1642,21,12,9
10512,1643,21,11,10
8360,1644,21,12,9
19664,1645,21,8,13
10664,1646,21,13,8
20816,1647,21,5,16
17888,1648,21,9,12
14504,1649,21,11,10
10064,1650,21,11,10
14088,1651,21,7,14
14240,1652,21,8,13
15696,1653,21,10,11
12536,1654,21,6,15
19584,1655,21,8,13
7680,1656,21,11,10
15896,1657,21,12,9
16296,1658,21,7,14
15400,1659,21,7,14
13128,1660,21,11,10
14864,1661,21,10,11
20264,1662,21,9,12
24768,1663,21,9,12
18808,1664,21,11,10
14264,1665,21,11,10
10792,1666,21,12,9
16216,1667,21,8,13
8904,1668,21,13,8
15248,1669,21,11,10
14056,1670,21,12,9
11856,1671,21,12,9
27368,1672,21,12,9
12464,1673,21,7,14
13592,1674,21,10,11
10872,1675,21,11,10
22008,1676,21,10,11
12120,1677,21,11,10
10280,1678,21,7,14
17864,1679,21,10,11
17592,1680,21,8,13
13720,1681,21,11,10
18888,1682,21,12,9
17568,1683,21,14,7
12840,1684,21,9,12
19904,1685,21,13,8
13984,1686,21,12,9
9912,1687,21,11,10
13096,1688,21,12,9
14576,1689,21,8,13
18008,1690,21,13,8
10584,1691,21,11,10
13656,1692,21,10,11
16304,1693,21,10,11
13544,1694,21,11,10
9704,1695,21,13,8
11552,1696,21,9,12
23952,1697,21,10,11
18144,1698,21,13,8
20848,1699,21,13,8
18608,1700,21,8,13
12376,1701,21,11,10
13232,1702,21,11,10
12792,1703,21,11,10
12192,1704,21,12,9
9832,1705,21,12,9
17680,1706,21,10,11
14792,1707,21,10,11
10816,1708,21,12,9
13408,1709,21,6,15
16704,1710,21,14,7
20080,1711,21,11,10
14968,1712,21,11,10
12312,1713,21,11,10
13160,1714,21,11,10
15240,1715,21,10,11
14168,1716,21,8,13
10912,1717,21,8,13
12264,1718,21,11,10
13840,1719,21,9,12
8536,1720,21,8,13
10704,1721,21,14,7
8384,1722,21,11,10
15592,1723,21,10,11
15320,1724,21,9,12
14696,1725,21,13,8
13792,1726,21,13,8
22312,1727,20,5,15
13312,1728,20,6,14
18128,1729,20,10,10
13264,1730,20,7,13
11984,1731,20,14,6
16816,1732,20,14,6
20512,1733,20,12,8
15520,1734,20,11,9
26744,1735,20,12,8
13752,1736,20,9,11
11416,1737,20,9,11
15752,1738,20,10,10
11408,1739,20,10,10
21560,1740,20,10,10
14760,1741,20,10,10
14224,1742,20,10,10
12984,1743,20,8,12
15936,1744,20,5,15
10944,1745,20,14,6
14984,1746,20,14,6
11728,1747,20,11,9
10144,1748,20,12,8
15264,1749,20,5,15
17296,1750,20,8,12
16416,1751,20,8,12
11336,1752,20,10,10
11752,1753,20,10,10
10536,1754,20,10,10
11800,1755,20,9,11
13712,1756,20,12,8
16808,1757,20,9,11
12176,1758,20,8,12
17616,1759,20,12,8
10120,1760,20,8,12
17544,1761,20,10,10
13920,1762,20,12,8
16616,1763,20,6,14
11248,1764,20,14,6
17200,1765,20,12,8
18936,1766,20,8,12
17824,1767,20,8,12
14896,1768,20,10,10
16960,1769,20,13,7
9472,1770,20,12,8
11344,1771,20,9,11
17208,1772,20,8,12
13736,1773,20,11,9
11832,1774,20,12,8
9120,1775,20,10,10
15984,1776,20,9,11
15096,1777,20,6,14
13664,1778,20,10,10
19456,1779,20,10,10
13640,1780,20,12,8
11992,1781,20,8,12
18032,1782,20,12,8
17768,1783,20,10,10
20760,1784,20,13,7
15024,1785,20,3,17
13688,1786,20,9,11
12912,1787,20,10,10
19312,1788,20,10,10
16832,1789,20,10,10
12848,1790,20,12,8
12480,1791,20,13,7
16848,1792,20,8,12
14432,1793,20,14,6
12288,1794,20,5,15
16336,1795,20,6,14
17904,1796,20,10,10
15480,1797,20,9,11
14544,1798,20,11,9
12112,1799,20,13,7
18224,1800,20,11,9
15616,1801,20,8,12
26024,1802,20,8,12
22256,1803,20,9,11
16208,1804,20,12,8
22368,1805,20,11,9
12512,1806,20,13,7
21104,1807,20,10,10
12872,1808,20,11,9
21928,1809,20,11,9
11560,1810,20,10,10
13120,1811,20,9,11
10016,1812,20,14,6
11072,1813,20,10,10
15600,1814,20,8,12
16184,1815,20,10,10
19752,1816,20,10,10
11352,1817,19,6,13
11840,1818,19,12,7
18584,1819,19,7,12
15872,1820,19,8,11
10760,1821,19,9,10
14024,1822,19,12,7
17120,1823,19,8,11
17008,1824,19,7,12
14560,1825,19,9,10
16384,1826,19,9,10
18080,1827,19,10,9
17424,1828,19,10,9
24488,1829,19,6,13
16864,1830,19,14,5
17776,1831,19,13,6
14992,1832,19,8,11
19640,1833,19,10,9
15536,1834,19,7,12
13248,1835,19,8,11
20240,1836,19,11,8
11296,1837,19,10,9
10448,1838,19,8,11
23704,1839,19,9,10
12040,1840,19,9,10
16576,1841,19,15,4
15792,1842,19,10,9
21744,1843,19,8,11
24832,1844,19,9,10
11952,1845,19,12,7
12160,1846,19,10,9
12528,1847,19,9,10
27776,1848,19,8,11
9248,1849,19,7,12
23432,1850,19,9,10
21312,1851,19,10,9
16224,1852,19,6,13
14296,1853,19,7,12
23040,1854,19,9,10
11240,1855,19,12,7
17832,1856,19,6,13
14656,1857,19,13,6
17696,1858,19,8,11
15728,1859,19,11,8
13024,1860,19,12,7
20712,1861,19,10,9
28544,1862,19,11,8
12784,1863,19,11,8
14496,1864,19,11,8
13624,1865,19,8,11
16072,1866,19,8,11
8832,1867,19,7,12
18504,1868,19,10,9
13880,1869,19,10,9
19064,1870,19,10,9
18264,1871,19,14,5
38152,1872,19,13,6
14408,1873,19,10,9
16752,1874,19,10,9
10368,1875,19,8,11
20528,1876,19,13,6
19960,1877,19,11,8
19880,1878,19,12,7
15168,1879,19,7,12
30880,1880,19,9,10
13768,1881,19,7,12
14736,1882,19,11,8
17600,1883,19,13,6
19024,1884,19,8,11
17440,1885,19,8,11
19528,1886,19,8,11
11280,1887,19,10,9
21144,1888,19,12,7
16288,1889,19,8,11
17872,1890,19,10,9
20880,1891,19,7,12
14216,1892,19,13,6
23352,1893,19,10,9
13672,1894,19,9,10
19416,1895,19,6,13
12200,1896,19,12,7
18968,1897,19,12,7
16352,1898,19,8,11
17448,1899,19,8,11
13432,1900,19,14,5
12832,1901,19,11,8
19392,1902,19,13,6
16680,1903,19,10,9
13424,1904,19,8,11
18096,1905,19,9,10
15848,1906,19,10,9
15008,1907,19,11,8
14312,1908,19,7,12
10504,1909,19,9,10
20680,1910,19,10,9
19112,1911,19,11,8
11600,1912,19,8,11
13816,1913,19,11,8
15904,1914,19,8,11
21704,1915,19,6,13
11664,1916,19,11,8
16672,1917,19,8,11
20784,1918,19,7,12
22184,1919,19,14,5
17536,1920,19,8,11
17576,1921,19,13,6
9320,1922,19,9,10
16504,1923,19,6,13
19096,1924,19,8,11
16456,1925,19,8,11
17408,1926,19,4,15
13552,1927,19,9,10
10896,1928,19,8,11
23328,1929,19,11,8
11168,1930,19,8,11
18832,1931,19,10,9
16128,1932,19,5,14
14712,1933,19,9,10
11440,1934,19,9,10
15552,1935,19,12,7
14016,1936,19,6,13
17712,1937,19,13,6
19552,1938,19,6,13
10920,1939,19,7,12
16152,1940,19,12,7
16424,1941,19,8,11
15440,1942,19,7,12
14000,1943,19,9,10
15296,1944,19,7,12
16496,1945,19,12,7
14456,1946,19,10,9
14912,1947,19,7,12
16904,1948,19,13,6
24072,1949,19,3,16
18344,1950,19,11,8
21968,1951,19,12,7
20664,1952,18,9,9
23976,1953,18,9,9
14584,1954,18,9,9
15488,1955,18,10,8
13200,1956,18,7,11
13000,1957,18,8,10
22728,1958,18,10,8
27016,1959,18,9,9
15496,1960,18,9,9
12240,1961,18,14,4
12776,1962,18,9,9
12400,1963,18,8,10
13192,1964,18,11,7
26104,1965,18,10,8
20008,1966,18,8,10
20312,1967,18,10,8
20448,1968,18,9,9
13376,1969,18,12,6
19688,1970,18,9,9
14368,1971,18,6,12
18472,1972,18,7,11
11912,1973,18,11,7
16968,1974,18,11,7
15928,1975,18,3,15
19568,1976,18,9,9
19248,1977,18,10,8
19616,1978,18,8,10
28000,1979,18,6,12
12072,1980,18,8,10
16408,1981,18,8,10
18536,1982,18,9,9
17704,1983,18,10,8
20536,1984,18,7,11
21336,1985,18,8,10
23248,1986,18,9,9
21904,1987,18,6,12
22880,1988,18,7,11
19432,1989,18,10,8
15136,1990,18,9,9
16048,1991,18,10,8
14624,1992,18,6,12
17520,1993,18,9,9
26440,1994,18,15,3
16000,1995,18,10,8
15416,1996,18,10,8
26208,1997,18,12,6
13184,1998,18,11,7
18416,1999,18,5,13
19192,2000,18,6,12
11400,2001,18,12,6
15648,2002,18,7,11
21112,2003,18,6,12
14120,2004,18,9,9
14632,2005,18,11,7
18424,2006,18,7,11
24872,2007,18,7,11
18064,2008,18,14,4
11688,2009,18,8,10
14608,2010,18,8,10
17184,2011,18,8,10
12088,2012,18,9,9
14536,2013,18,12,6
14176,2014,18,8,10
14880,2015,18,9,9
21440,2016,18,10,8
17720,2017,18,9,9
18576,2018,18,9,9
18192,2019,18,10,8
14360,2020,18,12,6
12920,2021,18,12,6
18168,2022,18,9,9
13528,2023,18,9,9
13488,2024,18,9,9
11944,2025,18,10,8
8752,2026,18,7,11
8064,2027,18,6,12
29240,2028,18,10,8
20248,2029,18,10,8
21888,2030,18,8,10
18872,2031,18,12,6
16024,2032,18,11,7
10680,2033,18,8,10
20856,2034,18,6,12
16256,2035,18,8,10
18976,2036,18,9,9
24752,2037,18,9,9
19200,2038,18,12,6
16872,2039,18,9,9
20800,2040,18,7,11
12024,2041,18,4,14
24520,2042,18,6,12
27744,2043,18,8,10
16624,2044,18,8,10
15128,2045,18,8,10
11232,2046,18,8,10
27960,2047,18,10,8
24184,2048,18,10,8
21480,2049,18,7,11
21832,2050,18,8,10
12976,2051,18,9,9
31040,2052,18,9,9
11760,2053,18,7,11
16912,2054,18,7,11
19512,2055,18,6,12
13856,2056,18,9,9
13272,2057,18,12,6
21576,2058,18,10,8
20904,2059,18,10,8
22752,2060,18,9,9
17136,2061,18,11,7
17944,2062,18,10,8
16448,2063,18,8,10
17464,2064,18,5,13
14008,2065,18,7,11
11288,2066,18,8,10
17808,2067,18,10,8
26520,2068,18,8,10
21672,2069,18,11,7
22384,2070,18,9,9
25696,2071,18,6,12
12672,2072,18,7,11
17656,2073,18,10,8
28440,2074,18,10,8
18568,2075,18,9,9
10216,2076,18,7,11
13504,2077,18,8,10
13416,2078,18,9,9
15784,2079,18,9,9
14904,2080,18,13,5
12568,2081,18,7,11
14096,2082,18,10,8
14080,2083,18,12,6
19144,2084,17,9,8
44400,2085,17,8,9
14208,2086,17,8,9
12520,2087,17,9,8
15328,2088,17,8,9
24984,2089,17,10,7
10640,2090,17,7,10
19208,2091,17,10,7
18744,2092,17,11,6
12640,2093,17,7,10
36288,2094,17,10,7
16192,2095,17,6,11
13704,2096,17,12,5
16008,2097,17,7,10
22104,2098,17,10,7
23096,2099,17,9,8
19104,2100,17,9,8
19304,2101,17,10,7
9752,2102,17,9,8
13112,2103,17,10,7
16032,2104,17,11,6
25200,2105,17,8,9
21136,2106,17,8,9
14520,2107,17,11,6
15704,2108,17,8,9
18320,2109,17,7,10
19280,2110,17,10,7
15448,2111,17,7,10
12056,2112,17,7,10
12064,2113,17,10,7
19264,2114,17,7,10
15184,2115,17,9,8
15640,2116,17,8,9
30024,2117,17,10,7
29168,2118,17,6,11
16720,2119,17,6,11
18232,2120,17,7,10
19224,2121,17,8,9
15144,2122,17,7,10
17992,2123,17,7,10
9816,2124,17,9,8
14640,2125,17,8,9
18152,2126,17,8,9
20320,2127,17,10,7
13952,2128,17,10,7
20416,2129,17,11,6
11000,2130,17,8,9
20392,2131,17,6,11
14752,2132,17,12,5
8104,2133,17,10,7
15944,2134,17,9,8
19088,2135,17,6,11
20728,2136,17,5,12
14720,2137,17,9,8
22552,2138,17,8,9
17984,2139,17,8,9
18384,2140,17,7,10
13056,2141,17,8,9
13904,2142,17,7,10
11648,2143,17,9,8
24328,2144,17,9,8
18024,2145,17,12,5
10336,2146,17,8,9
13456,2147,17,12,5
21320,2148,17,12,5
15864,2149,17,8,9
12816,2150,17,9,8
10552,2151,17,9,8
19376,2152,17,8,9
38360,2153,17,5,12
22968,2154,17,6,11
12616,2155,17,11,6
21952,2156,17,6,11
26048,2157,17,9,8
22640,2158,17,7,10
15544,2159,17,10,7
20576,2160,17,9,8
25392,2161,17,11,6
15000,2162,17,8,9
25408,2163,17,8,9
11936,2164,17,6,11
15224,2165,17,12,5
16984,2166,17,9,8
17760,2167,17,8,9
29160,2168,17,7,10
29264,2169,17,5,12
11136,2170,17,10,7
36552,2171,17,10,7
16736,2172,17,8,9
14952,2173,17,8,9
18072,2174,17,8,9
12472,2175,17,10,7
17232,2176,17,7,10
16760,2177,17,8,9
23680,2178,17,8,9
10696,2179,17,7,10
18928,2180,17,4,13
14200,2181,17,10,7
28888,2182,17,11,6
20688,2183,17,7,10
21632,2184,17,7,10
19152,2185,17,7,10
16536,2186,17,8,9
23080,2187,17,6,11
19288,2188,17,9,8
18208,2189,17,8,9
14440,2190,17,10,7
12944,2191,17,8,9
17816,2192,17,9,8
13944,2193,17,8,9
22544,2194,17,8,9
16712,2195,17,9,8
15880,2196,17,10,7
20216,2197,17,10,7
16792,2198,17,9,8
18840,2199,17,10,7
19536,2200,17,8,9
15424,2201,17,11,6
16344,2202,17,9,8
16264,2203,17,7,10
15680,2204,17,8,9
24552,2205,17,8,9
14328,2206,17,13,4
15392,2207,17,8,9
19328,2208,17,7,10
18616,2209,17,8,9
11376,2210,17,12,5
11472,2211,17,5,12
14728,2212,17,10,7
14552,2213,17,8,9
12328,2214,17,11,6
24968,2215,17,10,7
18296,2216,17,9,8
23776,2217,17,13,4
17040,2218,17,8,9
12600,2219,17,10,7
22472,2220,17,11,6
22816,2221,17,8,9
17080,2222,17,7,10
16824,2223,16,7,9
16520,2224,16,9,7
14512,2225,16,6,10
27816,2226,16,9,7
22856,2227,16,9,7
21296,2228,16,7,9
14672,2229,16,10,6
18552,2230,16,7,9
21152,2231,16,7,9
11824,2232,16,6,10
23960,2233,16,7,9
18592,2234,16,9,7
18864,2235,16,8,8
19344,2236,16,6,10
13512,2237,16,6,10
15720,2238,16,8,8
20920,2239,16,10,6
15760,2240,16,9,7
21432,2241,16,5,11
25488,2242,16,9,7
23384,2243,16,7,9
26216,2244,16,5,11
16952,2245,16,11,5
19816,2246,16,8,8
20304,2247,16,9,7
17096,2248,16,8,8
20672,2249,16,6,10
18240,2250,16,6,10
17784,2251,16,11,5
30400,2252,16,10,6
14160,2253,16,6,10
17744,2254,16,6,10
21792,2255,16,6,10
14568,2256,16,6,10
17400,2257,16,9,7
12560,2258,16,7,9
19824,2259,16,10,6
33560,2260,16,7,9
16320,2261,16,11,5
14192,2262,16,10,6
19560,2263,16,9,7
24560,2264,16,10,6
13464,2265,16,9,7
13144,2266,16,7,9
16064,2267,16,10,6
20432,2268,16,7,9
21176,2269,16,13,3
13440,2270,16,4,12
